09:35:12.884 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
EnvironmentVariable 'USER' = 'home'
EnvironmentVariable 'XPC_FLAGS' = '0x0'
EnvironmentVariable 'XPC_SERVICE_NAME' = 'application.com.unity3d.unityhub.23681463.23681470'

09:35:25.264 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process: Creating process: /Library/Frameworks/Mono.framework/Versions/6.12.0/bin/mono-sgen64 "/Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/Current/bin/MSBuild.dll" "/var/folders/rw/6hxf5snd3wz19bprbtzl868c0000gp/T/Nenevyv.proj"
09:35:25.424 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process 1227: Creating protocol model...
09:35:25.425 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process 1227: Connecting to protocol model...
09:35:25.743 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:35 | MsBuild [ProjectModel] Process 1227: Microsoft (R) Build Engine version 16.10.1 for Mono
09:35:25.745 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:35 | MsBuild [ProjectModel] Process 1227: Copyright (C) Microsoft Corporation. All rights reserved.
09:35:26.395 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:36 | MsBuild [ProjectModel] Process 1227: Build started 7/3/2022 9:35:26 AM.
09:35:27.047 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:35 | MsBuild [ProjectModel] Process 1227: Project "/var/folders/rw/6hxf5snd3wz19bprbtzl868c0000gp/T/Nenevyv.proj" on node 1 (default targets).
09:35:27.056 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:36 | MsBuild [ProjectModel] Process 1227: ControllerTarget:
09:35:27.056 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:36 | MsBuild [ProjectModel] Process 1227:   Run controller from /Users/home/Documents/Unity/Coding/Library/RiderFlow/2022.1.2.205/Backend~/bin/JetBrains.Platform.MsBuildTask.v15.dll
09:35:27.306 |V| Server                        | ServerSocket-MsBuild [ProjectModel] Process-Receiver:47 | ServerSocket-MsBuild [ProjectModel] Process : accepted
09:35:27.306 |V| Server                        | ServerSocket-MsBuild [ProjectModel] Process-Receiver:47 | ServerSocket-MsBuild [ProjectModel] Process : connected
09:35:27.311 |V| ServerSocket-MsBuild  Process-Sender| ServerSocket-MsBuild [ProjectModel] Process-Receiver:47 | RESUME :: state=AsyncProcessing
09:35:27.449 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process 1227: Initialized per 2023 ms
09:35:27.570 |V| MsBuildProjectModelSession    | :1                 | Start reloading session with 2 projects
09:35:27.576 |V| MsBuildProjectModelSession    | :1                 | Run session dispatcher...
09:35:28.532 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 0)
09:35:29.168 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 1)
09:35:29.452 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 0)
09:35:30.536 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 1)
09:35:30.801 |V| MsBuildProjectModelSession    | :1                 | Finish reloading sessions and terminate dispatcher...
09:35:30.826 |V| SolutionHost                  | :1                 | 2 projects were loaded for 00:00:05.6647727. Project Host: MsBuildProjectHost
09:35:30.826 |V| SolutionHost                  | :1                 | <Measured> "LoadProjects.MsBuildProjectHost"  value=5664ms
09:35:30.842 |V| SolutionHostSync              | :1                 | Initialize project model with 2 added, 0 updated and 0 removed projects right now
09:35:30.860 |I| RiderSolutionLoadProgress     | :1                 | Execute task [LoadSolutionFromCache] 'Load Solution From Cache'
09:35:30.882 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionContainer] 'Wait for delayed shell components'
09:35:30.882 |V| RiderSolutionLoadProgress     | :1                 | <Measured> "SolutionLoad.Creating.Solution.Container"  value=18ms
09:35:30.998 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Shell" time=1ms
09:35:31.005 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionContainer] 'Create Solution Container Task'
09:35:31.003 |V| SettingsLogging               | JetPool(S) #4:17   | SettingsChangeDispatch: now dispatching 1 unique requests.
09:35:31.024 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:37 | Runtime calculation start
09:35:31.028 |V| BuildToolUtils                | .NET ThreadPool Worker:37 | Mono path in settings not found try to fallback to first detected Mono runtime
09:35:31.036 |V| RiderSolutionToolset          | JetPool(S) #4:17   | Received settings change
09:35:31.038 |V| SettingsLogging               | JetPool(S) #4:17   | SettingsChangeDispatch: done dispatching 1 unique requests in 31 ms.
09:35:31.038 |V| SettingsLogging               | JetPool(S) #4:17   | SettingsChangeDispatch: now dispatching 0 unique requests.
09:35:31.038 |V| SettingsLogging               | JetPool(S) #4:17   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
09:35:31.041 |V| BuildToolUtils                | .NET ThreadPool Worker:37 | Load Mono runtime: RootPath: /Library/Frameworks/Mono.framework/Versions/6.12.0, ExePath: /Library/Frameworks/Mono.framework/Versions/6.12.0/bin/mono-sgen64 from settings
09:35:31.042 |V| BuildToolUtils                | .NET ThreadPool Worker:37 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
09:35:31.049 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:37 | Runtime calculation finished
09:35:31.057 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:37 | <Measured> "RiderApplicationRuntime.UpdateFromSettings"  time=33ms
09:35:31.062 |V| ProjectModelCaches            | JetPool(S) #3:16   | There are 2 top-level projects in cache and 4 (including Misc and Solution project) top-level projects were loaded.
09:35:31.116 |V| ProjectModelCaches            | JetPool(S) #3:16   | Cache contains 1245 items, 2 project properties and 23 project file properties. Loaded 1244 of them.
09:35:31.148 |I| RiderFlowSolutionManager      | JetPool(S) #3:16   | Solution 'Coding' was loaded from caches
09:35:31.507 |V| SuspendHardOperationsManager  | :1                 | RELEASE SUSPEND HARD OPERATIONS
09:35:31.516 |V| ExternalAnnotationsModuleFactory| :1                 | .NETFramework,Version=v2.0 -> /Users/home/Documents/Unity/Coding/Library/RiderFlow/2022.1.2.205/Backend~/bin/Annotations/net20/JetBrains.Annotations.dll
09:35:31.516 |V| ExternalAnnotationsModuleFactory| :1                 | .NETStandard,Version=v1.0 -> /Users/home/Documents/Unity/Coding/Library/RiderFlow/2022.1.2.205/Backend~/bin/Annotations/netstandard1.0/JetBrains.Annotations.dll
09:35:31.516 |V| ExternalAnnotationsModuleFactory| :1                 | .NETStandard,Version=v2.0 -> /Users/home/Documents/Unity/Coding/Library/RiderFlow/2022.1.2.205/Backend~/bin/Annotations/netstandard2.0/JetBrains.Annotations.dll
09:35:31.525 |V| ExternalAnnotationsModuleFactory| :1                 | .NETPortable,Version=v4.0,Profile=Profile328 -> /Users/home/Documents/Unity/Coding/Library/RiderFlow/2022.1.2.205/Backend~/bin/Annotations/portable40-net40+sl5+win8+wp8+wpa81/JetBrains.Annotations.dll
09:35:31.543 |V| PersistentIndexManager        | :1                 | <PersistentIndexManager.Initialize>
09:35:31.545 |V| LevelDbMapStats               | :1                 | Sid 641311359: 'CachedTimestamp'
09:35:31.549 |V| LevelDbMapStats               | :1                 | Sid 564412868: 'TextHashes'
09:35:31.550 |V| PersistentIndexManager        | :1                 | Starting clearing stale transient maps in range: [0,0)
09:35:31.552 |V| PersistentIndexManager        | JetPool(S) #3:16   | <Start> "ClearTransientMaps" in range [0, 0)
09:35:31.553 |V| PersistentIndexManager        | JetPool(S) #3:16   | <Finish> "ClearTransientMaps" in range [0, 0) time=1ms
09:35:31.566 |V| LevelDbMapStats               | :1                 | Sid 246105973: 'XmlInCsStringsLanguageInjector'
09:35:31.567 |V| LevelDbMapStats               | :1                 | Sid 337143319: 'ClrRegexInjectionProvider'
09:35:31.568 |V| LevelDbMapStats               | :1                 | Sid 1856749605: 'HtmlInCsStringsLanguageInjector'
09:35:31.569 |V| LevelDbMapStats               | :1                 | Sid 157508296: 'RouteTemplateInjectionProvider'
09:35:31.572 |V| LevelDbMapStats               | :1                 | Sid 126990749: 'CSharpPathReferenceProvider'
09:35:31.574 |V| ComponentStorage              | :1                 | CodeAnnotationProviders created
09:35:31.576 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: CodeAnnotationProviders”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
09:35:31.583 |V| LevelDbMapStats               | :1                 | Sid 897103834: 'AnnotationsIndex.FileTimestamps'
09:35:31.591 |V| LevelDbMapStats               | :1                 | Sid 674781590: 'AnnotationsIndex.MemberAnnotation'
09:35:31.595 |V| LevelDbMapStats               | :1                 | Sid 1262385117: 'AnnotationsIndex.ReturnValueAnnotation'
09:35:31.596 |V| LevelDbMapStats               | :1                 | Sid 917163537: 'AnnotationsIndex.AssemblyAnnotations'
09:35:31.597 |V| LevelDbMapStats               | :1                 | Sid 1398809240: 'AnnotationsIndex.ParameterAnnotations'
09:35:31.598 |V| LevelDbMapStats               | :1                 | Sid 544416066: 'AnnotationsIndex.TypeParameterAnnotations'
09:35:31.601 |V| LevelDbMapStats               | :1                 | Sid 2004643791: 'AnnotationsIndex.AttributeToMembers'
09:35:31.881 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.CodeAnnotationProviders" time=301ms
09:35:31.881 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[CodeAnnotationProviders]"  value=301ms
09:35:31.881 |V| ComponentStorage              | :1                 | <Measured> "Compose: CodeAnnotationProviders"  time=304ms
09:35:31.911 |V| LevelDbMapStats               | :1                 | Sid 634669109: 'SourcesTrigramIndex'
09:35:31.922 |V| LevelDbMapStats               | :1                 | Sid 450315410: 'ParsingAmbiguityCache'
09:35:31.923 |V| LevelDbMapStats               | :1                 | Sid 534637741: 'TopLevelCodeCache'
09:35:31.929 |V| LevelDbMapStats               | :1                 | Sid 2039202381: 'PersistentProjectModelElementProperties.JetBrains.ReSharper.Psi.CSharp.Impl.CSharpLanguageLevelProjectProperty'
09:35:31.942 |V| LevelDbMapStats               | :1                 | Sid 2100336963: 'PersistentProjectModelElementProperties.JetBrains.ReSharper.Psi.VB.Impl.VBLanguageLevelProjectProperty'
09:35:31.972 |V| SolutionPerClientComponents   | :1                 | Creating SolutionPerClientComponents container for ClientId(Host)
09:35:31.972 |V| ComponentStorage              | :1                 | SolutionPerClientComponents[$ClientId(Host)] created
09:35:31.976 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionPerClientComponents[$ClientId(Host)]”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
09:35:31.990 |V| LevelDbMapStats               | :1                 | Sid 1823655798: 'ContentTrigramIndex'
09:35:31.992 |V| LevelDbMapStats               | :1                 | Sid 473697320: 'ModifiedFilesCacheForDaemon.myMap'
09:35:31.993 |V| LevelDbMapStats               | :1                 | Sid 1784111786: 'ModifiedFilesCacheForDaemon.myOriginalTextMap'
09:35:32.018 |V| LevelDbMapStats               | :1                 | Sid 669279100: 'ModifiedFilesCacheForCleanup.myMap'
09:35:32.018 |V| LevelDbMapStats               | :1                 | Sid 1166718714: 'ModifiedFilesCacheForCleanup.myOriginalTextMap'
09:35:32.032 |V| LevelDbMapStats               | :1                 | Sid 610774819: 'GlobalUsingsCache'
09:35:32.035 |V| LevelDbMapStats               | :1                 | Sid 1094921649: 'ConfigFileCache'
09:35:32.038 |V| LevelDbMapStats               | :1                 | Sid 1434981907: 'ConditionalNamesCache'
09:35:32.041 |V| LevelDbMapStats               | :1                 | Sid 147526421: 'ConditionalNamesCache_Modules'
09:35:32.041 |V| LevelDbMapStats               | :1                 | Sid 1653560961: 'NamedArgumentCache'
09:35:32.042 |V| LevelDbMapStats               | :1                 | Sid 1081122238: 'TargetTypedObjectCreationCache'
09:35:32.045 |V| LevelDbMapStats               | :1                 | Sid 1694218023: 'GeneratedFilesCache'
09:35:32.054 |V| LevelDbMapStats               | :1                 | Sid 1248291416: 'InternalsVisibleToCache'
09:35:32.056 |V| XmlIndexThread                | :1                 | STV.Started `XmlIndexThread` in separate thread
09:35:32.079 |V| LevelDbMapStats               | :1                 | Sid 1271875471: 'PartsMap'
09:35:32.096 |V| CacheJobService               | :1                 | STV.Started `CacheJobService` in separate thread
09:35:32.103 |V| LevelDbMapStats               | :1                 | Sid 2135847247: 'CSharpPersistentTreeNodeCache'
09:35:32.105 |V| LevelDbMapStats               | :1                 | Sid 1444965347: 'CSharpTokenCache'
09:35:32.106 |V| LevelDbMapStats               | :1                 | Sid 1534059640: 'CSharpBufferCache'
09:35:32.106 |V| LevelDbMapStats               | :1                 | Sid 2061989498: 'CSharpStubTreeNodeCache'
09:35:32.113 |V| LevelDbMapStats               | :1                 | Sid 109287860: 'VBPersistentTreeNodeCache'
09:35:32.113 |V| LevelDbMapStats               | :1                 | Sid 665343080: 'VBTokenCache'
09:35:32.113 |V| LevelDbMapStats               | :1                 | Sid 67453859: 'VBBufferCache'
09:35:32.113 |V| LevelDbMapStats               | :1                 | Sid 1009180245: 'VBStubTreeNodeCache'
09:35:32.117 |V| LevelDbMapStats               | :1                 | Sid 20898428: 'AnnotatedEntitiesCache'
09:35:32.125 |V| LevelDbMapStats               | :1                 | Sid 1486100738: 'AssemblyAnnotatedEntitiesCache'
09:35:32.130 |V| LevelDbMapStats               | :1                 | Sid 1656344012: 'AssemblyAnnotatedEntitiesCacheTimestamp'
09:35:32.136 |V| LevelDbMapStats               | :1                 | Sid 1486100738: 'AssemblyAnnotatedEntitiesCache'
09:35:32.137 |V| LevelDbMapStats               | :1                 | Sid 1656344012: 'AssemblyAnnotatedEntitiesCacheTimestamp'
09:35:32.142 |V| LevelDbMapStats               | :1                 | Sid 1564981298: 'InternalCompiledAttributedTypesCache'
09:35:32.142 |V| LevelDbMapStats               | :1                 | Sid 1661294332: 'InternalCompiledAttributedTypesCacheTimestamp'
09:35:32.150 |V| LevelDbMapStats               | :1                 | Sid 1729508152: 'SolutionResourceCache'
09:35:32.159 |V| DaemonThread                  | :1                 | STV.Started `DaemonThread` in separate thread
09:35:32.163 |V| LevelDbMapStats               | :1                 | Sid 2127914217: 'PersistentProjectModelElementProperties.NullableContextKind'
09:35:32.179 |V| LevelDbMapStats               | :1                 | Sid 233802847: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaMasterLocationFormatAttribute'
09:35:32.188 |V| LevelDbMapStats               | :1                 | Sid 1785201847: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaPartialViewLocationFormatAttribute'
09:35:32.189 |V| LevelDbMapStats               | :1                 | Sid 723601598: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaViewLocationFormatAttribute'
09:35:32.189 |V| LevelDbMapStats               | :1                 | Sid 928861486: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcMasterLocationFormatAttribute'
09:35:32.189 |V| LevelDbMapStats               | :1                 | Sid 791274678: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcPartialViewLocationFormatAttribute'
09:35:32.189 |V| LevelDbMapStats               | :1                 | Sid 1761681803: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcViewLocationFormatAttribute'
09:35:32.192 |V| LevelDbMapStats               | :1                 | Sid 1320915195: 'MvcCache'
09:35:32.251 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
09:35:32.257 |V| LevelDbMapStats               | :1                 | Sid 1888253724: 'SolutionAnalysisDependencyToHash'
09:35:32.260 |V| LevelDbMapStats               | :1                 | Sid 1815685834: 'SolutionAnalysisTouchedDependencyToHash'
09:35:32.261 |V| LevelDbMapStats               | :1                 | Sid 531610981: 'SolutionAnalysisSpecialDependencyToHash'
09:35:32.261 |V| LevelDbMapStats               | :1                 | Sid 135255561: 'SolutionAnalysisTouchedSpecialDependencyToHash'
09:35:32.267 |V| LevelDbMapStats               | :1                 | Sid 786046778: 'SolutionAnalysis.FileImages'
09:35:32.271 |V| LevelDbMapStats               | :1                 | Sid 1636324612: 'SolutionAnalysis.FileImagesTimestamp'
09:35:32.275 |V| LevelDbMapStats               | :1                 | Sid 1573831989: 'SolutionAnalysis.FileImagesTextHash'
09:35:32.276 |V| LevelDbMapStats               | :1                 | Sid 1711805782: 'SolutionAnalysis.ModuleImages'
09:35:32.280 |V| LevelDbMapStats               | :1                 | Sid 737692471: 'TagPrefixCacheImpl'
09:35:32.289 |V| LevelDbMapStats               | :1                 | Sid 2048189256: 'WebSymbolsCache'
09:35:32.306 |V| LevelDbMapStats               | :1                 | Sid 1251234901: 'RazorTagHelperCache'
09:35:32.317 |V| LevelDbMapStats               | :1                 | Sid 1897722549: 'RazorTagHelperDataCache'
09:35:32.320 |V| LevelDbMapStats               | :1                 | Sid 1727941711: 'RazorInheritsCache'
09:35:32.321 |V| LevelDbMapStats               | :1                 | Sid 1149993451: 'RazorInjectionsCache'
09:35:32.323 |V| LevelDbMapStats               | :1                 | Sid 576491202: 'RazorNamespaceCache'
09:35:32.323 |V| LevelDbMapStats               | :1                 | Sid 50654068: 'RazorNamespaceImportsCache'
09:35:32.326 |V| LevelDbMapStats               | :1                 | Sid 721765344: 'RiderTodoManager'
09:35:32.330 |V| LevelDbMapStats               | :1                 | Sid 586255666: 'RiderDocumentInfoCache'
09:35:32.340 |V| LevelDbMapStats               | :1                 | Sid 1343734139: 'MetaFileGuidCache'
09:35:32.344 |V| AssetSerializationMode        | :1                 | Unity asset serialisation mode: ForceText
09:35:32.347 |V| LevelDbMapStats               | :1                 | Sid 1644912840: 'UnityProjectSettingsCache'
09:35:32.354 |V| LevelDbMapStats               | :1                 | Sid 1305148122: 'UnityShortcutCache'
09:35:32.406 |V| LevelDbMapStats               | :1                 | Sid 1162786499: 'UnityAssetsCache'
09:35:32.406 |V| LevelDbMapStats               | :1                 | Sid 40380842: 'UnityAssetsCacheTime'
09:35:32.411 |V| LevelDbMapStats               | :1                 | Sid 1727207429: 'AsmDefCache'
09:35:32.434 |V| LevelDbMapStats               | :1                 | Sid 852537065: 'XamlResourceDictionaryNames'
09:35:32.441 |V| XamlInheritorTypeNames        | :1                 | PossibleResourceDictionaryNames: (0pcs)[]
09:35:32.517 |V| PsiCacheRegistry              | :1                 | PsiCaches: <len=26>
  DeconstructionCacheHolder
  CacheMap
  DeclaredElementBinderService
  NullableReferenceTypesDataFlowAnalysisRunSynchronizer
  TypeElementInheritanceCache
  CaseSensitiveSymbolScopeRequestCache
  SymbolTableCache
  InternalsVisibleToCache
  AttributeInstancesProvider
  CodeAnnotationsCache
  AttributesCache
  PredefinedTypeCache
  PossibleInheritanceCache
  TypeElementsPerResolveContextCache
  VBModuleCache
  XamlInheritorTypeNames
  XamlResourcesCache
  NamespaceAliasCacheManager
  XamlTypeCache
  DefinedPseudoClassesCache
  XamlDeclaredElementsCache
  XamlPredefinedResourcesCache
  ZoneMarkersService
  WebInheritanceCache
  AspAttributesCache
  AspFileDataCacheImpl

09:35:32.517 |V| LevelDbMapStats               | :1                 | Sid 28242196: 'PsiCacheRegistry'
09:35:32.520 |V| PsiCacheRegistry              | :1                 | Added to active caches: ContentTrigramIndex
09:35:32.529 |V| PsiCacheRegistry              | :1                 | Added to active caches: SourcesTrigramIndex
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: ModifiedFilesCacheForDaemon
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: ModifiedFilesCacheForCleanup
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: GlobalUsingsCache
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: ParsingAmbiguityCache
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: ConfigFileCache
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: ConditionalNamesCache
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: NamedArgumentCache
09:35:32.530 |V| PsiCacheRegistry              | :1                 | Added to active caches: TargetTypedObjectCreationCache
09:35:32.531 |V| PsiCacheRegistry              | :1                 | Added to active caches: TopLevelCodeCache
09:35:32.531 |V| PsiCacheRegistry              | :1                 | Added to active caches: GeneratedFilesCache
09:35:32.531 |V| PsiCacheRegistry              | :1                 | Added to active caches: InternalsVisibleToCache
09:35:32.531 |V| PsiCacheRegistry              | :1                 | Added to active caches: SymbolCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: TypeMembersCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: StubTreeNodeCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: AnnotatedEntitiesCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: AssemblyAnnotatedEntitiesCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: XamlAssemblyDeclaredEmbeddedResourcesCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: XamlAssemblyResourcesCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: CompiledAttributedTypesCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: SourceAttributedTypesCache
09:35:32.532 |V| PsiCacheRegistry              | :1                 | Added to active caches: SolutionResourceCache
09:35:32.534 |V| FileImages                    | :1                 | <FileImages.Release>
09:35:32.535 |V| PsiCacheRegistry              | :1                 | Removed from active caches: FileImages
09:35:32.535 |V| PsiCacheRegistry              | :1                 | Added to active caches: MvcCache
09:35:32.536 |V| PsiCacheRegistry              | :1                 | Added to active caches: WebConfigCacheController
09:35:32.536 |V| PsiCacheRegistry              | :1                 | Added to active caches: TagPrefixCacheImpl
09:35:32.536 |V| PsiCacheRegistry              | :1                 | Added to active caches: WebSymbolsCache
09:35:32.536 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorTagHelperCache
09:35:32.536 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorTagHelperDataCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorInheritsCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorInjectionsCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorNamespaceCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorNamespaceImportsCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: MvcElementsCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorTagHelperCacheCache
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RiderTodoManager
09:35:32.537 |V| PsiCacheRegistry              | :1                 | Added to active caches: RiderDocumentInfoCache
09:35:32.538 |V| PsiCacheRegistry              | :1                 | Added to active caches: MetaFileGuidCache
09:35:32.538 |V| PsiCacheRegistry              | :1                 | Added to active caches: UnityProjectSettingsCache
09:35:32.538 |V| PsiCacheRegistry              | :1                 | Added to active caches: UnityShortcutCache
09:35:32.538 |V| PsiCacheRegistry              | :1                 | Added to active caches: DeferredHelperCache
09:35:32.538 |V| PsiCacheRegistry              | :1                 | Added to active caches: AsmDefCache
09:35:32.553 |V| SolutionAnalysisServiceImpl   | :1                 | [SWEA] Initialization started
09:35:32.554 |V| ComponentStorage              | :1                 | SolutionAnalysisContainer created
09:35:32.554 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionAnalysisContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
09:35:32.603 |V| LevelDbMapStats               | :1                 | Sid 734277361: 'SolutionAnalysisDependencies'
09:35:32.605 |V| LevelDbMapStats               | :1                 | Sid 861499594: 'SolutionAnalysisInvalidatedFiles'
09:35:32.607 |V| LevelDbMapStats               | :1                 | Sid 301475850: 'SolutionAnalysisDaemonResults'
09:35:32.630 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionAnalysisContainer" time=74ms
09:35:32.630 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionAnalysisContainer]"  value=74ms
09:35:32.630 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionAnalysisContainer"  time=75ms
09:35:32.630 |V| SolutionAnalysisServiceImpl   | :1                 | [SWEA] Initialization completed
09:35:32.630 |V| FileImages                    | :1                 | <FileImages.Initialized>
09:35:32.630 |V| PsiCacheRegistry              | :1                 | Added to active caches: FileImages
09:35:32.640 |V| PencilsStore                  | :1                 | Current storage is Solution
09:35:32.643 |V| PencilsStore                  | :1                 | Current severity is INFO
09:35:32.664 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
09:35:32.665 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
09:35:32.667 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
09:35:32.668 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
09:35:32.677 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
09:35:32.677 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
09:35:32.677 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
09:35:32.677 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
09:35:32.710 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionPerClientComponents[$ClientId(Host)]" time=731ms
09:35:32.710 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionPerClientComponents[$ClientId(Host)]]"  value=731ms
09:35:32.710 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionPerClientComponents[$ClientId(Host)]"  time=732ms
09:35:32.729 |V| LevelDbMapStats               | :1                 | Sid 1119906224: 'PersistentProjectModelElementProperties.NamespaceFolder'
09:35:32.744 |V| NuGetOperationContext         | :1                 | NuGetOperationLevel = None
09:35:32.750 |V| NuGetThread                   | :1                 | STV.Started `NuGetThread` in separate thread
09:35:32.751 |V| NuGetOperator                 | :1                 | NuGetOperator.Idle = True
09:35:32.806 |V| ComponentStorage              | :1                 | SolutionProjectModelExtensionsContainer created
09:35:32.806 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionProjectModelExtensionsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
09:35:32.806 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionProjectModelExtensionsContainer" time=0ms
09:35:32.807 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionProjectModelExtensionsContainer"  time=0ms
09:35:32.811 |V| LevelDbMapStats               | :1                 | Sid 851297666: 'SolutionBuilderRequestDataStorage::ReceivedMessages'
09:35:32.890 |V| ComponentStorage              | :1                 | SolutionFeatureParts created
09:35:32.891 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionFeatureParts”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
09:35:32.911 |V| PreProcessingDirectiveCache   | :1                 | Invalidating PreProcessingDirectiveCache. Reason: Application version changed
