23:06:31.669 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Emit, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Emit.ILGeneration, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Emit.Lightweight, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Primitives, Version=4.2.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Algorithms, Version=4.3.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.SecureString, Version=4.1.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ServiceModel.Duplex, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ServiceModel.Http, Version=4.0.10.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ServiceModel.NetTcp, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ServiceModel.Primitives, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ServiceModel.Security, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Overlapped, Version=4.1.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Tasks.Extensions, Version=4.2.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XPath.XDocument, Version=4.1.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.Android.Extensions, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.Graphs, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.iOS.Extensions, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.LinuxStandalone.Extensions, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.OSXStandalone.Extensions, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.TestRunner, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.WebGL.Extensions, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.WindowsStandalone.Extensions, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEngine.NVIDIAModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.548 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEngine.TestRunner, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
23:06:52.550 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: Microsoft.Win32.Primitives, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.556 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: Microsoft.Win32.Primitives, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.557 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: netstandard, Version=2.1.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: netstandard, Version=2.1.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: Newtonsoft.Json, Version=13.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: ReportGeneratorMerged, Version=4.8.9.0, Culture=neutral, PublicKeyToken=null
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.AppContext, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.AppContext, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Buffers, Version=4.0.3.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections.Concurrent, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections.Concurrent, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections.NonGeneric, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections.NonGeneric, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections.Specialized, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Collections.Specialized, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.Composition, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.Composition, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.EventBasedAsync, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.EventBasedAsync, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.Primitives, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.Primitives, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.TypeConverter, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ComponentModel.TypeConverter, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Console, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Console, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Core, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Core, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Data.Common, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Data, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Data, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Contracts, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Contracts, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Debug, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Debug, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.FileVersionInfo, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.FileVersionInfo, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Process, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Process, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.StackTrace, Version=4.0.4.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.TextWriterTraceListener, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.TextWriterTraceListener, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Tools, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Tools, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.TraceSource, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.TraceSource, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Diagnostics.Tracing, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Drawing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Drawing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Drawing.Primitives, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Drawing.Primitives, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Dynamic.Runtime, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Dynamic.Runtime, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Globalization.Calendars, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Globalization.Calendars, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Globalization, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Globalization, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Globalization.Extensions, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Compression, Version=4.1.3.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Compression.FileSystem, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Compression.FileSystem, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Compression.ZipFile, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Compression.ZipFile, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem.DriveInfo, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem.DriveInfo, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem.Primitives, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem.Primitives, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem.Watcher, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.FileSystem.Watcher, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.IsolatedStorage, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.IsolatedStorage, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.MemoryMappedFiles, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.MemoryMappedFiles, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Pipes, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.Pipes, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.UnmanagedMemoryStream, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.IO.UnmanagedMemoryStream, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.558 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq.Expressions, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq.Expressions, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq.Parallel, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq.Parallel, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq.Queryable, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Linq.Queryable, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Memory, Version=4.0.2.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Http, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.NameResolution, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.NameResolution, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.NetworkInformation, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.NetworkInformation, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Ping, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Ping, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Primitives, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Primitives, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Requests, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Requests, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Security, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.559 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Security, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.Sockets, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.WebHeaderCollection, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.WebHeaderCollection, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.WebSockets.Client, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.WebSockets.Client, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.WebSockets, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Net.WebSockets, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Numerics, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Numerics, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Numerics.Vectors, Version=4.1.5.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ObjectModel, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.ObjectModel, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Reflection.DispatchProxy, Version=4.0.5.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Reflection, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
23:06:52.560 |V| AssemblyPsiModuleFactory      | :1                 | [PMM] Add: System.Reflection, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
